buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,offiNm,preDeposit,preMonthlyRent,sggCd,sggNm,umdNm,useRRRight,매물유형
2023,,,13,1,2024,"21,000",19.33,5,66-60,0,휴스턴오피스텔 창경궁,,,11110,종로구,원남동,,오피스텔
2021,26.01~27.12,갱신,5,1,2024,"3,566",25.06,14,231,26,대보 마로니에시티,66,47,11110,종로구,연지동,,오피스텔
2023,24.01~26.01,신규,25,1,2024,"15,900",21.19,3,1419-2,0,에비뉴 청계 Ⅰ,,,11110,종로구,숭인동,,오피스텔
2004,24.02~26.02,신규,27,1,2024,"1,000",42.39,4,75,110,용비어천가,,,11110,종로구,내수동,,오피스텔
2001,24.03~26.02,신규,13,1,2024,"1,000",25.04,9,206,60,대보마로니에텔,,,11110,종로구,연건동,,오피스텔
2015,24.02~25.02,신규,19,1,2024,"1,000",14.28,2,27,50,(27),,,11110,종로구,연지동,,오피스텔
2013,23.12~24.12,갱신,31,1,2024,"9,300",19.95,2,1421-1,5,종로 동광모닝스카이,"9,300",5,11110,종로구,숭인동,,오피스텔
2022,24.02~25.02,신규,27,1,2024,"27,700",25.34,7,317-58,0,동대문 아이리스,,,11110,종로구,숭인동,,오피스텔
2003,24.01~25.01,신규,18,1,2024,"2,000",22.72,8,45,61,반도 보라 아이비 타워,,,11110,종로구,효제동,,오피스텔
2003,24.02~26.02,갱신,9,1,2024,"16,500",21.01,5,95,0,코윈 팔레스뷰 오피스텔,"12,500",20,11110,종로구,원남동,,오피스텔
2004,,,23,1,2024,"5,000",66.47,10,11-1,165,KCC 파크타운,,,11140,중구,만리동2가,,오피스텔
2004,,,18,1,2024,"52,000",66.47,5,11-1,0,KCC 파크타운,,,11140,중구,만리동2가,,오피스텔
2019,24.01~26.01,신규,13,1,2024,"2,000",35.22,3,48,130,동원스위트을지,,,11140,중구,을지로6가,,오피스텔
2023,24.01~26.01,신규,5,1,2024,"19,000",18.36,19,363,0,쌍용 더 플래티넘 서울역,,,11140,중구,중림동,,오피스텔
2014,24.01~25.01,신규,22,1,2024,"1,000",19.92,2,119,70,동대문 와이즈 캐슬,,,11140,중구,흥인동,,오피스텔
2021,24.02~26.02,신규,8,1,2024,"3,000",20.34,3,372-49,75,(372-49),,,11140,중구,신당동,,오피스텔
2021,24.01~25.01,신규,15,1,2024,"1,000",21.72,10,1257,77,한양립스 이노와이즈,,,11140,중구,황학동,,오피스텔
2005,24.01~25.01,신규,10,1,2024,"1,000",27.7,6,62-7,85,서울역 디오빌,,,11140,중구,만리동1가,,오피스텔
2015,24.02~26.02,신규,9,1,2024,500,17.71,2,1725,50,골드캐슬Ⅰ,,,11140,중구,황학동,,오피스텔
2014,24.02~26.02,신규,8,1,2024,"14,900",21.31,11,160-5,20,신당아르브,,,11140,중구,신당동,,오피스텔
2015,24.02~25.02,신규,15,1,2024,"1,000",29.61,26,56,145,트윈시티 남산,,,11170,용산구,동자동,,오피스텔
2012,24.02~25.02,신규,24,1,2024,"3,000",49.85,16,419,220,아스테리움 용산,,,11170,용산구,한강로2가,,오피스텔
2024,25.02~27.01,신규,24,1,2024,"5,000",20.88,9,10,125,파크스타,,,11170,용산구,원효로2가,,오피스텔
2023,25.02~27.02,신규,21,1,2024,"50,000",37.93,3,46-5,0,용산투웨니퍼스트99,,,11170,용산구,원효로1가,,오피스텔
2021,24.02~25.02,신규,30,1,2024,"2,000",19.19,3,119-13,81,오피스텔 채원,,,11170,용산구,원효로1가,,오피스텔
2015,24.01~26.01,신규,5,1,2024,"27,000",27.42,13,56,0,트윈시티 남산,,,11170,용산구,동자동,,오피스텔
2021,24.01~24.11,신규,1,1,2024,"1,000",14.4,17,119-13,71,오피스텔 채원,,,11170,용산구,원효로1가,,오피스텔
,24.03~26.03,신규,20,1,2024,"52,000",51.84,17,422,0,래미안 용산 더 센트럴,,,11170,용산구,한강로2가,,오피스텔
2020,24.04~25.03,갱신,23,1,2024,"18,300",17.99,9,80-6,7,용산 다올 노블리움,"18,900",,11170,용산구,청파동3가,,오피스텔
2020,24.02~25.02,신규,19,1,2024,"1,000",18.09,5,80-6,70,용산 다올 노블리움,,,11170,용산구,청파동3가,,오피스텔
2003,25.01~26.01,갱신,3,1,2024,"1,000",28.08,2,277-37,65,성원상떼뷰오피스텔,"1,000",65,11200,성동구,성수동2가,,오피스텔
2004,24.02~26.02,신규,30,1,2024,150,27.01,9,475,150,한남 더 리버 오피스텔,,,11200,성동구,옥수동,,오피스텔
2004,24.02~26.02,신규,27,1,2024,"3,000",39.15,12,13-12,82,이에스에이리버하우스,,,11200,성동구,성수동1가,,오피스텔
,24.01~26.01,갱신,20,1,2024,"24,000",16.8,7,656-449,0,YG FOREST,"23,000",,11200,성동구,성수동1가,사용,오피스텔
2022,24.02~25.02,갱신,27,1,2024,"25,200",19.84,16,256-5,0,성동 트레비스타 오피스텔,"24,000",,11200,성동구,도선동,,오피스텔
2004,24.02~26.02,신규,18,1,2024,"17,000",39.15,12,13-12,40,이에스에이리버하우스,,,11200,성동구,성수동1가,,오피스텔
2013,24.01~25.01,신규,17,1,2024,500,18.33,7,277-101,65,성수동램킨중흥S클래스오피스텔,,,11200,성동구,성수동2가,,오피스텔
2022,24.02~25.02,갱신,4,1,2024,"1,000",18.39,10,256-5,99,성동 트레비스타 오피스텔,"1,000",95,11200,성동구,도선동,,오피스텔
2018,24.02~25.02,갱신,25,1,2024,"1,000",23.32,8,46,84,W에비뉴타워,"1,000",80,11200,성동구,도선동,,오피스텔
2020,24.02~26.02,신규,28,1,2024,"3,000",28.79,7,292-28,50,1동,,,11200,성동구,행당동,,오피스텔
2023,24.01~25.01,신규,2,1,2024,"1,000",18.66,6,174,105,건대 트레비앙 오피스텔,,,11215,광진구,화양동,,오피스텔
2003,24.01~26.01,갱신,6,1,2024,"1,000",32.19,3,253-19,65,센트럴빌,"1,000",60,11215,광진구,구의동,,오피스텔
2005,24.02~27.02,신규,20,1,2024,"1,000",25.79,10,527,75,KCC파크타운,,,11215,광진구,화양동,,오피스텔
2014,24.02~25.02,갱신,31,1,2024,"1,000",28.5,2,17-60,53,(17-60),500,53,11215,광진구,화양동,,오피스텔
2015,25.02~27.02,신규,6,1,2024,"14,000",25.07,3,20-3,0,(20-3),,,11215,광진구,화양동,,오피스텔
2013,24.04~26.04,신규,29,1,2024,"12,000",19.93,10,21-23,12,케이타워 오피스텔 A,,,11215,광진구,화양동,,오피스텔
2014,24.02~26.02,신규,16,1,2024,"10,000",19.53,13,113-1,40,광진 코지웰,,,11215,광진구,화양동,,오피스텔
2021,24.02~25.02,신규,20,1,2024,"1,000",18.74,18,861,100,자양 호반써밋,,,11215,광진구,자양동,,오피스텔
2021,24.01~25.01,갱신,20,1,2024,"1,000",16.88,16,111-12,89,빌리브 인테라스,,85,11215,광진구,화양동,,오피스텔
2021,24.01~26.01,신규,20,1,2024,"8,000",17.68,6,20-30,61,(20-30),,,11215,광진구,화양동,,오피스텔
2023,,,27,1,2024,"30,000",53.66,9,620-56,70,힐스테이트 청량리 더퍼스트,,,11230,동대문구,전농동,,오피스텔
2023,,,31,1,2024,"36,000",56.79,21,620-56,0,힐스테이트 청량리 더퍼스트,,,11230,동대문구,전농동,,오피스텔
2021,,,12,1,2024,"15,000",17.45,16,377,0,이문휘경 지웰에스테이트,,,11230,동대문구,휘경동,,오피스텔
2023,,,14,1,2024,"30,000",38.19,20,620-56,25,힐스테이트 청량리 더퍼스트,,,11230,동대문구,전농동,,오피스텔
2015,,,8,1,2024,"11,470",20.62,21,497-23,20,청계 푸르지오시티,,,11230,동대문구,답십리동,,오피스텔
2023,,,6,1,2024,"40,000",53.66,11,620-56,0,힐스테이트 청량리 더퍼스트,,,11230,동대문구,전농동,,오피스텔
2020,24.02~26.04,갱신,25,1,2024,"22,000",23.5,3,364-5,0,가우디오피스텔,"22,000",,11230,동대문구,장안동,,오피스텔
,26.01~27.12,갱신,26,1,2024,"7,579",59.57,4,106-6,22,동트리움 에이동,"2,569",51,11230,동대문구,장안동,,오피스텔
2020,24.02~26.02,갱신,5,1,2024,"10,000",16.2,13,497-9,45,젠트리움,"10,000",45,11230,동대문구,답십리동,사용,오피스텔
2022,24.01~25.01,신규,23,1,2024,"2,000",19.19,16,675,85,포레스타,,,11230,동대문구,청량리동,,오피스텔
2003,,,2,1,2024,"1,000",32.48,14,81-5,60,한일써너스빌,,,11260,중랑구,상봉동,,오피스텔
2013,,,27,1,2024,"6,000",17.01,2,538,20,중랑 지웰 에스테이트,,,11260,중랑구,면목동,,오피스텔
2003,,,5,1,2024,"13,500",32.48,11,81-5,0,한일써너스빌,,,11260,중랑구,상봉동,,오피스텔
2021,24.02~26.02,갱신,11,1,2024,"2,000",21.19,15,564-5,63,삼부,"2,000",60,11260,중랑구,망우동,,오피스텔
2003,24.03~25.03,신규,2,1,2024,"1,000",37.56,11,81-5,65,한일써너스빌,,,11260,중랑구,상봉동,,오피스텔
2008,24.03~26.03,갱신,26,1,2024,"32,000",59.2,6,495,0,한일써너스빌리젠시 2단지,"33,000",,11260,중랑구,망우동,사용,오피스텔
2023,24.02~26.02,신규,15,1,2024,"23,000",42.53,16,584,0,신내역 프라디움 더 테라스,,,11260,중랑구,망우동,,오피스텔
2023,24.04~26.04,신규,22,1,2024,"30,000",84.94,6,584,0,신내역 프라디움 더 테라스,,,11260,중랑구,망우동,,오피스텔
2007,24.03~26.02,갱신,19,1,2024,"1,000",19.25,7,633-9,44,리더스빌딩,"1,000",42,11260,중랑구,면목동,사용,오피스텔
2023,24.03~26.03,신규,30,1,2024,"5,000",84.27,23,584,150,신내역 프라디움 더 테라스,,,11260,중랑구,망우동,,오피스텔
2021,24.01~25.08,갱신,26,1,2024,"1,000",28.58,2,90-211,75,성북웅진베어스빌,"1,000",75,11290,성북구,하월곡동,사용,오피스텔
2002,24.01~25.01,갱신,27,1,2024,"1,000",25.2,3,154-1,55,수산리빙텔,"1,000",55,11290,성북구,안암동2가,,오피스텔
2003,24.02~26.02,신규,18,1,2024,"1,000",27.69,9,298-10,60,광남 제니텔,,,11290,성북구,삼선동5가,,오피스텔
2010,24.01~26.01,갱신,10,1,2024,"40,000",90.75,5,46-73,0,하월곡동 46-73 판매시설 (코웨이주식회사),"48,000",,11290,성북구,하월곡동,사용,오피스텔
2011,24.03~26.02,신규,6,1,2024,"1,000",21.05,10,295-4,66,벨라미아 오피스텔,,,11290,성북구,동선동4가,,오피스텔
2011,24.03~25.03,신규,22,1,2024,"1,000",21.77,14,295-4,70,벨라미아 오피스텔,,,11290,성북구,동선동4가,,오피스텔
2019,24.02~25.02,신규,20,1,2024,"3,000",18.03,4,8-2,45,석계역 한일노벨리아시티,,,11290,성북구,장위동,,오피스텔
2023,24.01~25.01,신규,11,1,2024,"10,000",66.17,9,42,200,보문더루나,,,11290,성북구,보문동2가,,오피스텔
2020,24.02~25.02,신규,20,1,2024,"1,000",18.02,6,90-219,58,웰유,,,11290,성북구,하월곡동,,오피스텔
2022,24.02~25.02,신규,13,1,2024,"3,000",16.12,4,90-279,53,종암사거리 동우리즈힐스,,,11290,성북구,하월곡동,,오피스텔
2005,24.02~26.02,신규,22,1,2024,"1,000",34.95,9,230-7,60,효성 인텔리안 오피스텔,,,11305,강북구,수유동,,오피스텔
2023,24.02~25.02,신규,16,1,2024,"1,000",28.14,19,48-81,110,스카이뷰,,,11305,강북구,수유동,,오피스텔
2023,24.02~25.02,신규,21,1,2024,"1,000",18.68,7,48-81,80,스카이뷰,,,11305,강북구,수유동,,오피스텔
2023,24.02~25.02,신규,8,1,2024,"1,000",18.68,10,48-81,80,스카이뷰,,,11305,강북구,수유동,,오피스텔
2023,24.02~25.02,신규,25,1,2024,"1,000",18.68,5,48-81,75,스카이뷰,,,11305,강북구,수유동,,오피스텔
2010,24.02~26.02,신규,19,1,2024,"1,000",18.9,15,449-22,71,삼보힐,,,11305,강북구,번동,,오피스텔
2023,24.02~25.02,신규,29,1,2024,"2,000",23.12,7,48-81,75,스카이뷰,,,11305,강북구,수유동,,오피스텔
2014,24.01~24.12,갱신,10,1,2024,"1,000",22.43,10,160-3,63,수유역푸르지오시티,"1,000",60,11305,강북구,미아동,사용,오피스텔
2014,24.01~25.01,갱신,15,1,2024,"1,000",22.43,19,160-3,63,수유역푸르지오시티,"1,000",60,11305,강북구,미아동,,오피스텔
2021,24.02~24.08,갱신,17,1,2024,"5,000",23,19,740,58,에피소드 수유 838,"1,000",74,11305,강북구,수유동,,오피스텔
2017,,,30,1,2024,"16,800",29.66,8,62-3,0,도봉 투웨니퍼스트 1단지,,,11320,도봉구,도봉동,,오피스텔
2021,,,25,1,2024,"15,100",15.67,16,711-1,0,방학신화 하니엘시티,,,11320,도봉구,방학동,,오피스텔
,,,15,1,2024,"16,800",29.66,6,62-43,0,도봉 투웨니퍼스트 2단지,,,11320,도봉구,도봉동,,오피스텔
2021,,,20,1,2024,"13,500",15.67,14,711-1,0,방학신화 하니엘시티,,,11320,도봉구,방학동,,오피스텔
2019,24.02~26.02,신규,4,1,2024,"16,500",29.16,7,749-15,0,라르플레이스2단지,,,11320,도봉구,창동,,오피스텔
2023,24.02~26.02,신규,8,1,2024,"3,000",29.9,7,1-28,65,씨드큐브 창동,,,11320,도봉구,창동,,오피스텔
2023,24.02~26.02,신규,15,1,2024,"2,000",26.77,42,1-28,68,씨드큐브 창동,,,11320,도봉구,창동,,오피스텔
2004,24.02~25.02,신규,27,1,2024,500,32.1,9,719-2,65,북한산현대렉시온오피스텔,,,11320,도봉구,방학동,,오피스텔
2023,24.02~26.02,신규,16,1,2024,"5,500",29.49,24,1-28,56,씨드큐브 창동,,,11320,도봉구,창동,,오피스텔
2019,24.03~25.03,갱신,31,1,2024,"7,000",29.16,11,749-15,48,라르플레이스2단지,"7,000",45,11320,도봉구,창동,,오피스텔
2004,23.08~24.08,신규,19,1,2024,500,23.37,11,1258,45,오피앙,,,11350,노원구,상계동,,오피스텔
2004,24.02~25.02,신규,30,1,2024,"1,000",34.04,5,509-1,70,씨앤미,,,11350,노원구,중계동,,오피스텔
2004,24.02~25.02,신규,31,1,2024,500,27.72,11,734-3,60,노빌리안골드,,,11350,노원구,상계동,,오피스텔
1993,24.01~25.01,신규,5,1,2024,500,29.87,6,693-2,65,(693-2),,,11350,노원구,상계동,,오피스텔
2003,24.02~25.02,신규,30,1,2024,500,30,7,366-3,55,카펠라오피스텔,,,11350,노원구,월계동,,오피스텔
2005,24.03~26.03,신규,6,1,2024,"2,000",59.64,12,506,110,(506),,,11350,노원구,중계동,,오피스텔
2004,24.02~25.02,신규,6,1,2024,500,26.64,7,734-3,57,노빌리안골드,,,11350,노원구,상계동,,오피스텔
2005,24.03~26.03,신규,17,1,2024,"1,000",31.07,11,1267,65,토마토파르코,,,11350,노원구,상계동,,오피스텔
2005,24.02~26.02,신규,17,1,2024,"1,000",41.68,8,506,80,(506),,,11350,노원구,중계동,,오피스텔
2020,24.03~25.02,신규,27,1,2024,"1,000",15.68,3,379-17,52,모두스타빌,,,11350,노원구,월계동,,오피스텔
2017,,,11,1,2024,"12,000",18.72,11,60,10,은평뉴타운솔하임,,,11380,은평구,진관동,,오피스텔
2003,24.01~26.01,갱신,8,1,2024,"2,000",19.8,7,21-12,53,정원 TOP 오피스텔,"1,000",50,11380,은평구,신사동,,오피스텔
2003,24.02~26.02,신규,26,1,2024,"3,000",17.17,7,21-12,38,정원 TOP 오피스텔,,,11380,은평구,신사동,,오피스텔
2022,24.01~25.01,신규,18,1,2024,"1,000",17.24,8,39-10,90,명남하이리티,,,11380,은평구,신사동,,오피스텔
2006,24.02~26.02,신규,18,1,2024,"1,000",28.26,9,176-6,53,로하스 오피스텔,,,11380,은평구,녹번동,,오피스텔
2021,25.02~26.02,신규,6,1,2024,"2,000",22.26,6,274-7,70,경인에버빌,,,11380,은평구,불광동,,오피스텔
2017,24.02~25.02,신규,6,1,2024,500,19.06,5,73,60,웅신 미켈란의 아침,,,11380,은평구,진관동,,오피스텔
,25.02~27.02,신규,3,1,2024,"22,000",44.7,7,81-17,0,CS아르체,,,11380,은평구,녹번동,,오피스텔
2003,24.02~26.02,신규,29,1,2024,"1,000",34.75,13,111-1,65,송원하이본,,,11380,은평구,응암동,,오피스텔
2017,24.03~26.03,갱신,12,1,2024,"10,500",19.06,3,73,15,웅신 미켈란의 아침,"14,175",,11380,은평구,진관동,,오피스텔
2005,24.03~25.02,신규,26,1,2024,"1,000",31.41,13,29-81,80,신촌 르메이에르타운5,,,11410,서대문구,창천동,,오피스텔
2006,24.02~26.02,신규,3,1,2024,"19,000",29.26,10,117,10,충정로대우디오빌,,,11410,서대문구,합동,,오피스텔
2005,24.01~25.01,신규,2,1,2024,"1,000",19.01,4,103-7,40,스페이스엠,,,11410,서대문구,연희동,,오피스텔
2023,24.01~26.01,신규,4,1,2024,"3,000",84.63,2,330-40,280,더 트리니티,,,11410,서대문구,남가좌동,,오피스텔
2019,24.02~25.02,갱신,26,1,2024,"1,000",17.84,3,90-60,105,이대 포레스트,"1,000",100,11410,서대문구,대현동,,오피스텔
2006,24.03~25.03,신규,16,1,2024,"1,000",30.86,13,117,76,충정로대우디오빌,,,11410,서대문구,합동,,오피스텔
2024,25.01~27.03,신규,7,1,2024,"4,450",17.01,6,20-81,19,청년담다,,,11410,서대문구,창천동,,오피스텔
2019,25.02~26.02,신규,19,1,2024,"1,000",17.84,6,90-60,84,이대 포레스트,,,11410,서대문구,대현동,,오피스텔
2005,25.02~26.02,갱신,6,1,2024,"1,000",31.41,6,29-81,88,신촌 르메이에르타운5,"1,000",83,11410,서대문구,창천동,,오피스텔
2015,24.01~25.01,신규,6,1,2024,"1,000",20.3,4,56-119,85,SONG'S 8,,,11410,서대문구,대현동,,오피스텔
2016,24.02~26.02,신규,10,1,2024,"12,100",18.55,5,591-5,15,상암 스위트포레,,,11440,마포구,성산동,,오피스텔
2004,24.02~25.02,신규,16,1,2024,"1,000",27.05,6,461,85,마포 신영 지웰,,,11440,마포구,공덕동,,오피스텔
2017,24.01~25.01,갱신,23,1,2024,"1,000",18.96,5,1596,74,"상암DMC푸르지오시티, S-City","1,000",70,11440,마포구,상암동,사용,오피스텔
2013,24.01~25.01,갱신,26,1,2024,500,16.88,3,12-98,55,공덕오피스타,500,55,11440,마포구,공덕동,,오피스텔
2018,24.02~26.02,신규,27,1,2024,"13,000",16.03,8,593-3,10,동우 자인채 스토리 상암,,,11440,마포구,성산동,,오피스텔
2016,25.01~25.07,신규,2,1,2024,"1,000",21.65,12,1597,73,사보이시티디엠씨,,,11440,마포구,상암동,,오피스텔
2017,25.02~27.02,신규,3,1,2024,"12,600",16.69,6,593-1,20,벽산상암스마트큐브,,,11440,마포구,성산동,,오피스텔
2018,24.01~25.01,신규,19,1,2024,"1,000",17.55,3,593-2,70,상암 수린나 오피스텔,,,11440,마포구,성산동,,오피스텔
2006,24.02~25.02,신규,12,1,2024,"1,000",30.91,18,737,70,마포 에스케이 허브 블루,,,11440,마포구,아현동,,오피스텔
2003,24.03~25.02,신규,5,1,2024,500,30.33,5,354-34,90,엘림오피스텔,,,11440,마포구,합정동,,오피스텔
2004,24.01~26.01,갱신,30,1,2024,"20,000",85.3,10,1290-4,65,신정동대우미래사랑5차,"20,000",55,11470,양천구,신정동,사용,오피스텔
2004,24.02~25.02,신규,22,1,2024,"1,000",26,14,909-4,70,향도 드림네스트,,,11470,양천구,목동,,오피스텔
2023,24.02~26.02,신규,25,1,2024,"3,000",72.96,13,981-2,140,신목동비바힐스,,,11470,양천구,신월동,,오피스텔
2004,24.02~25.02,신규,28,1,2024,"1,000",26,10,909-4,70,향도 드림네스트,,,11470,양천구,목동,,오피스텔
2004,24.03~26.03,신규,30,1,2024,"10,000",113,7,923-15,360,목동 굿모닝탑,,,11470,양천구,목동,,오피스텔
2004,24.03~26.03,신규,17,1,2024,"30,000",45.69,14,318-1,0,목동대림아크로텔,,,11470,양천구,신정동,,오피스텔
2003,24.03~26.03,신규,29,1,2024,"90,000",83.23,38,916,0,현대하이페리온,,,11470,양천구,목동,,오피스텔
2003,24.02~26.02,갱신,30,1,2024,"21,000",83.23,14,916,220,현대하이페리온,"21,000",155,11470,양천구,목동,,오피스텔
2003,24.03~26.03,신규,30,1,2024,"1,000",33.6,9,323-9,70,목동 이스타빌,,,11470,양천구,신정동,,오피스텔
2003,24.03~26.03,갱신,26,1,2024,"38,000",79.8,5,323-9,0,목동 이스타빌,"33,070",,11470,양천구,신정동,,오피스텔
2020,,,2,1,2024,"23,900",29.07,2,633-24,0,등촌동 Y HAUS 오피스텔,,,11500,강서구,등촌동,,오피스텔
2017,,,28,1,2024,"1,000",19.87,14,773,75,힐스테이트 에코 마곡역,,,11500,강서구,마곡동,,오피스텔
2005,,,9,1,2024,"22,000",63.16,5,628-16,68,강변샤르망1단지,,,11500,강서구,등촌동,,오피스텔
2022,,,29,1,2024,"26,600",29.98,7,261,0,염창역한강투웨니퍼스트,,,11500,강서구,염창동,,오피스텔
2020,,,9,1,2024,"1,000",15.43,5,987-1,60,강서구청 파크뷰 에버,,,11500,강서구,화곡동,,오피스텔
2003,,,2,1,2024,"1,000",23.43,13,1480-1,45,이스타빌2차,,,11500,강서구,가양동,,오피스텔
